Part_ID,Date,Employee,Work_Order,Model,Part_Number,Result,Test_1,Test_2,Test_3,Test_4,Test_5,Test_6,Test_7,Test_8,Test_9,Test_10,Test_11,Test_12
6401601234678956,21/08/2026 09:54:27,4564,4545,ES-05585-1 640160,640160,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401601235825648,21/08/2026 11:36:57,765455,4545,ES-05585-1 640160,640160,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401601235462587,21/08/2026 12:00:11,234324,234234,ES-05585-1 640160,640160,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401601235874265,21/08/2026 12:02:54,46515,16165,ES-05585-1 640160,640160,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401601234567895,21/08/2026 12:08:49,15611,6561,ES-05585-1 640160,640160,FAIL,0.994931,0.89381,0.836393,0.807684,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,0.808966,0.809863,0.811273,0.809735,0.809478,0.809991,0.809222,0.809094,0.809735,0.809991,0.810504,0.809863,0.809478,0.809863,0.809478,0.809607,0.809991,0.810119,0.810247,0.810376,0.80935,0.808966,0.809094,0.809222,0.809991,0.809222,0.809094,0.80935,0.808838,0.808581,0.809735,0.809478,0.809607,0.808838,0.808453,0.808069,0.808838,0.80871,0.808966,0.808966,0.809222,0.808966,0.80871,0.80935,0.808069,0.808453,0.80871,0.808325,0.80935,0.808966,0.808325,0.808325,0.807812,0.809094,0.808838,0.808581,0.80871,0.808325,0.808581,0.80871,0.808966,0.808325,0.808581,0.809094,0.807428,0.80871
6401601234589247,21/08/2026 12:22:48,0202,pd0000357,ES-05585-1 640160,640160,FAIL,1.000057,0.898808,0.841007,0.813452,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,0.813067,0.812683,0.81217,0.812426,0.812554,0.812426,0.81217,0.81217,0.811914,0.811657,0.81217,0.812426,0.811785,0.811529,0.812298,0.811529,0.812042,0.811785,0.811657,0.811657,0.811785,0.811785,0.811914,0.812298,0.811529,0.811016,0.811401,0.811145,0.811401,0.811016,0.811016,0.812042,0.810888,0.811016,0.811016,0.811273,0.811273,0.811273,0.811401,0.810632,0.811145,0.811914,0.811145,0.811401,0.811529,0.811529,0.810504,0.810888,0.810247,0.810888,0.811016,0.810376,0.810632,0.811273,0.811785,0.81076,0.810632,0.809863,0.809991,0.811016,0.810247,0.810632,0.811273,0.810888,0.810888,0.811016
6401601234569874,21/08/2026 12:52:51,456456,45654,ES-05585-1 640160,640160,FAIL,1.005953,0.905088,0.847415,0.8296,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,0.828318,0.828575,0.828062,0.827549,0.828447,0.828447,0.827934,0.828062,0.827421,0.828447,0.827037,0.82819,0.828062,0.82819,0.827678,0.827421,0.829087,0.828062,0.827806,0.827549,0.828062,0.82819,0.827037,0.827934,0.827421,0.827678,0.827934,0.827678,0.827421,0.827934,0.827293,0.827806,0.827678,0.827549,0.827934,0.827165,0.828575,0.827037,0.827934,0.827934,0.827806,0.827678,0.827549,0.828062,0.827934,0.827934,0.827549,0.827165,0.827549,0.827421,0.827293,0.827421,0.827806,0.827678,0.827678,0.827421,0.828318,0.827549,0.827934,0.828062,0.827806,0.827806,0.827421,0.827806,0.828062,0.82819
6401601234567897,21/08/2026 12:58:13,66,78678,ES-05585-1 640160,640160,FAIL,1.006081,0.905601,0.849465,0.82819,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,0.828062,0.827934,0.828318,0.827549,0.827678,0.826396,0.827421,0.827806,0.827421,0.827549,0.827678,0.827549,0.827806,0.827421,0.827293,0.827293,0.827165,0.827806,0.827293,0.827678,0.827934,0.827806,0.827037,0.827678,0.827678,0.827806,0.827549,0.827037,0.827806,0.827549,0.827549,0.827293,0.827421,0.826909,0.827549,0.827934,0.827934,0.827421,0.827293,0.828318,0.82819,0.82819,0.827165,0.827806,0.827293,0.827549,0.826781,0.827678,0.827165,0.827678,0.828062,0.827293,0.826781,0.827293,0.827037,0.827549,0.827421,0.827806,0.826909,0.827421,0.827293,0.827549,0.827549,0.826909,0.827293,0.827037
6401601234578957,21/08/2026 13:54:23,0202,pd0001234,ES-05585-1 640160,640160,FAIL,1.018128,0.915726,0.85959,0.842032,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,0.849594,0.85754,0.862794,0.866767,0.867408,0.873432,0.881763,0.878046,0.875611,0.879327,0.881891,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,9.9e+37,0.862794,0.861513,0.860744,0.859847,0.858693,0.857924,0.857155,0.856771,0.856771,0.856771,0.857283,0.855874,0.856002,0.856643,0.855617,0.856002,0.855105,0.856258,0.854848,0.855874,0.855745,0.85472,0.855233,0.854848,0.854079,0.853951,0.85331,0.853695,0.85331,0.852798,0.852798,0.851644,0.851003,0.850491,0.849337,0.847671,0.846646,0.845108,0.843826,0.843442,0.84216,0.842673,0.841776,0.841263,0.841263
6401601234567894,21/08/2026 13:56:08,654654,6546,ES-05585-1 640160,640160,FAIL,1.018513,0.915982,0.855617
